ID,Porter,Snow,Lancaster
298,want a new number becaus he keep on get call for a mr. napeleon leroy .,want a new number becaus he keep on get call for a mr. napeleon leroy .,want a new numb becaus he keep on get cal for a mr. napeleon leroy .
2619,"want to add addit line and phone for hi kid . I creat the ticket , but dont kno when someon will get back to him . He ask if I could get back to him .","want to add addit line and phone for his kid . i creat the ticket , but dont kno when someon will get back to him . he ask if i could get back to him .","want to ad addit lin and phon for his kid . i cre the ticket , but dont kno when someon wil get back to him . he ask if i could get back to him ."
1934,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
2027,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3387,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
3795,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1492,want to chang address .,want to chang address .,want to chang address .
530,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
598,realli want the new phone from xvyx which ha the pda built in .,realli want the new phone from xvyx which has the pda built in .,real want the new phon from xvyx which has the pda built in .
1584,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
845,transfer to manag asap,transfer to manag asap,transfer to man asap
3177,the handset recept wa wors than abysm .,the handset recept was wors than abysm .,the handset receiv was wors than abysm .
2347,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
2501,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
2064,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
1879,doe not like the way the phone work . It is to difficult compar to hi last phone .,doe not like the way the phone work . it is to difficult compar to his last phone .,doe not lik the way the phon work . it is to difficult comp to his last phon .
2061,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2216,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
247,the cleariti of the call wa bad . way too much static on the handset .,the cleariti of the call was bad . way too much static on the handset .,the clear of the cal was bad . way too much stat on the handset .
1954,want a new facepl .,want a new facepl .,want a new facepl .
1162,want to chang address .,want to chang address .,want to chang address .
281,your custom handset wa realli bad . I had to wait forev to get help .,your custom handset was realli bad . i had to wait forev to get help .,yo custom handset was real bad . i had to wait forev to get help .
1127,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
2109,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
1806,"she want a new phone . ha tri to use a coupl of differ model , but is now fed up . she is will ing to pay some of the cost , but want a credit on her bill . she said her friend ha the same servic and a differ phone that work great . she also wa","she want a new phone . has tri to use a coupl of differ model , but is now fed up . she is will ing to pay some of the cost , but want a credit on her bill . she said her friend has the same servic and a differ phone that work great . she also wa","she want a new phon . has tri to us a coupl of diff model , but is now fed up . she is wil ing to pay som of the cost , but want a credit on her bil . she said her friend has the sam serv and a diff phon that work gre . she also wa"
2410,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1943,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
2574,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
74,realli want the new phone from xvyx which ha the pda built in .,realli want the new phone from xvyx which has the pda built in .,real want the new phon from xvyx which has the pda built in .
1676,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
3012,want to chang rate plan to get famili all on same bill . I transfer him to cust-om care .,want to chang rate plan to get famili all on same bill . i transfer him to cust-om care .,want to chang rat plan to get famy al on sam bil . i transfer him to cust-omer car .
2490,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
3467,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
1647,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
1151,lost hi charger and want to know where he can anoth asap . I suggest local store .,lost his charger and want to know where he can anoth asap . i suggest local store .,lost his charg and want to know wher he can anoth asap . i suggest loc stor .
1398,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
2529,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
1737,want to know the nearest store locatn . want to buy addit accessori .,want to know the nearest store locatn . want to buy addit accessori .,want to know the nearest stor locatn . want to buy addit access .
181,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
3527,realli is unhappi with the websit . claim the self servic stuff doe not work . In addit think he phone doe not work well .,realli is unhappi with the websit . claim the self servic stuff doe not work . in addit think he phone doe not work well .,real is unhappy with the websit . claim the self serv stuff doe not work . in addit think he phon doe not work wel .
2306,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1760,the handset realli suck . I could not hear anyth near my hous .,the handset realli suck . i could not hear anyth near my hous .,the handset real suck . i could not hear anyth near my hous .
3243,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
1292,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1267,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3379,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
351,"He call and said someon stole hi phone last week , but he did not notic until today . He doe not want to pay for ani call made dure the last week . I switch him to the supervisor after tell him our polici .","he call and said someon stole his phone last week , but he did not notic until today . he doe not want to pay for ani call made dure the last week . i switch him to the supervisor after tell him our polici .","he cal and said someon stol his phon last week , but he did not not until today . he doe not want to pay for any cal mad dur the last week . i switch him to the superv aft tel him our policy ."
169,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
2729,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
2436,lost the direct to phone and want anoth manual . I refer him to web site .,lost the direct to phone and want anoth manual . i refer him to web site .,lost the direct to phon and want anoth man . i refer him to web sit .
2658,the signal on my handset wa alway weak . even when I replac the batteri .,the signal on my handset was alway weak . even when i replac the batteri .,the sign on my handset was alway weak . ev when i replac the battery .
1274,He claim hi bill alway seem to have call he did not make .,he claim his bill alway seem to have call he did not make .,he claim his bil alway seem to hav cal he did not mak .
3348,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
1017,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
414,want a new facepl .,want a new facepl .,want a new facepl .
2036,want to know the nearest store lctn . want to buy addit accessori .,want to know the nearest store lctn . want to buy addit accessori .,want to know the nearest stor lctn . want to buy addit access .
1625,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
737,Is it possibl that the handset is caus brain cancer . I heard about thi from the news .,is it possibl that the handset is caus brain cancer . i heard about this from the news .,is it poss that the handset is caus brain cant . i heard about thi from the new .
2173,He ask for a new phone number . I refer him to custom care .,he ask for a new phone number . i refer him to custom care .,he ask for a new phon numb . i refer him to custom car .
2932,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1491,want to chang address .,want to chang address .,want to chang address .
3363,lost hi charger and want to know where he can anoth asap . I suggest local store .,lost his charger and want to know where he can anoth asap . i suggest local store .,lost his charg and want to know wher he can anoth asap . i suggest loc stor .
305,He realli think the recept is inadequ everywher but on the highway . want to know when thi will be fix ?,he realli think the recept is inadequ everywher but on the highway . want to know when this will be fix ?,he real think the receiv is inadequ everywh but on the highway . want to know when thi wil be fix ?
2853,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
3382,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
2644,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
1159,claim he never receiv hi bill . wa realli unhappi that I ask him for hi cc . want me to turn on hi phone . I switch him ot the manag .,claim he never receiv his bill . was realli unhappi that i ask him for his cc . want me to turn on his phone . i switch him ot the manag .,claim he nev receiv his bil . was real unhappy that i ask him for his cc . want me to turn on his phon . i switch him ot the man .
1118,He expect significantli better technic support .,he expect signific better technic support .,he expect sign bet techn support .
1672,get realli bad recept with hi handset . hope thi will improv in the near futur . want to know if thi would improv if he switch to 3g .,get realli bad recept with his handset . hope this will improv in the near futur . want to know if this would improv if he switch to 3g .,get real bad receiv with his handset . hop thi wil improv in the near fut . want to know if thi would improv if he switch to 3g .
2558,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
1522,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
18,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2301,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1757,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
45,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
913,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
270,"she want a new phone . ha tri to use a coupl of differ model , but is now fed up . she is will ing to pay some of the cost , but want a credit on her bill . she said her friend ha the same servic and a differ phone that work great . she also wa","she want a new phone . has tri to use a coupl of differ model , but is now fed up . she is will ing to pay some of the cost , but want a credit on her bill . she said her friend has the same servic and a differ phone that work great . she also wa","she want a new phon . has tri to us a coupl of diff model , but is now fed up . she is wil ing to pay som of the cost , but want a credit on her bil . she said her friend has the sam serv and a diff phon that work gre . she also wa"
1409,handset suck,handset suck,handset suck
2068,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
2570,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2260,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
1171,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
3806,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2029,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1897,He hate the phone . claim that the recept is horribl in mani part of the metropolitian area .,he hate the phone . claim that the recept is horribl in mani part of the metropolitian area .,he hat the phon . claim that the receiv is horr in many part of the metropolit are .
3699,He expect significantli better technic support .,he expect signific better technic support .,he expect sign bet techn support .
795,handset suck,handset suck,handset suck
1281,I had a terribl time with the handset . It realli did not work well .,i had a terribl time with the handset . it realli did not work well .,i had a terr tim with the handset . it real did not work wel .
1133,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
2756,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
1253,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1311,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
974,want to add addit line for famili . need more info on rate .,want to add addit line for famili . need more info on rate .,want to ad addit lin for famy . nee mor info on rat .
1099,He ask for a new phone number . I refer him to custom care .,he ask for a new phone number . i refer him to custom care .,he ask for a new phon numb . i refer him to custom car .
2714,want to add anoth phone . contact provis .,want to add anoth phone . contact provis .,want to ad anoth phon . contact provid .
1350,transfer to manag asap,transfer to manag asap,transfer to man asap
2654,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1749,He is realli upset with out fals advertis . He think that we do not test ani of the equip .,he is realli upset with out fals advertis . he think that we do not test ani of the equip .,he is real upset with out fals advert . he think that we do not test any of the equip .
1928,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
771,"He hate hi phone . He can not understand whi we gave him such a horribl piec of rubbish . I tri to explain that he could bring it in for servic , but he just want a new phone . He doe not want to wast ani more time with the 3399 . I ask custom car","he hate his phone . he can not understand whi we gave him such a horribl piec of rubbish . i tri to explain that he could bring it in for servic , but he just want a new phone . he doe not want to wast ani more time with the 3399 . i ask custom car","he hat his phon . he can not understand why we gav him such a horr piec of rub . i tri to explain that he could bring it in for serv , but he just want a new phon . he doe not want to wast any mor tim with the 3399 . i ask custom car"
3694,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
1365,handset suck,handset suck,handset suck
3025,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
1016,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
3643,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
1750,"He love the phone when it work . the problem is that the phone hardli ever work . He think the batteri is lame . He wa replac it , but still ha the same problem .","he love the phone when it work . the problem is that the phone hard ever work . he think the batteri is lame . he was replac it , but still has the same problem .","he lov the phon when it work . the problem is that the phon hard ev work . he think the battery is lam . he was replac it , but stil has the sam problem ."
1243,"cant believ he wa stupid enough to sign a year contract . He think that we provid the worst servic he ha ever encount . furthermor , the phone is so shitti that he would not give it to an enemi . He now realiz you get what you pay for . I transf","cant believ he was stupid enough to sign a year contract . he think that we provid the worst servic he has ever encount . furthermor , the phone is so shitti that he would not give it to an enemi . he now realiz you get what you pay for . i transf","cant believ he was stupid enough to sign a year contract . he think that we provid the worst serv he has ev encount . furtherm , the phon is so shitty that he would not giv it to an enemy . he now real you get what you pay for . i transf"
2287,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3592,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
3278,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
2305,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
138,want to chang address .,want to chang address .,want to chang address .
160,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
2373,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
2533,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
1399,want more inform on the famili plan . also ask about how he could use call screen .,want more inform on the famili plan . also ask about how he could use call screen .,want mor inform on the famy plan . also ask about how he could us cal screening .
3823,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
3108,want to add addit line for famili . need more info on rate .,want to add addit line for famili . need more info on rate .,want to ad addit lin for famy . nee mor info on rat .
523,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2291,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
894,He found a better rate and no contract . He said he cold not wait until hi contract expir .,he found a better rate and no contract . he said he cold not wait until his contract expir .,he found a bet rat and no contract . he said he cold not wait until his contract expir .
1474,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
1871,He love the phone when it work . the problem is that the phone hardli ever work . He think the batteri is lame .,he love the phone when it work . the problem is that the phone hard ever work . he think the batteri is lame .,he lov the phon when it work . the problem is that the phon hard ev work . he think the battery is lam .
731,"cant believ he wa stupid enough to sign a year contract . He think that we provid the worst servic he ha ever encount . furthermor , the phone is so shitti that he would not give it to an enemi . He now realiz you get what you pay for . I transf","cant believ he was stupid enough to sign a year contract . he think that we provid the worst servic he has ever encount . furthermor , the phone is so shitti that he would not give it to an enemi . he now realiz you get what you pay for . i transf","cant believ he was stupid enough to sign a year contract . he think that we provid the worst serv he has ev encount . furtherm , the phon is so shitty that he would not giv it to an enemy . he now real you get what you pay for . i transf"
2354,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
967,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
2838,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1976,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
1501,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
1872,cant figur out how to check hi vm when out of area . I refer him to our web site .,cant figur out how to check his vm when out of area . i refer him to our web site .,cant fig out how to check his vm when out of are . i refer him to our web sit .
3460,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
3613,hope to get an additon line work by the end of the week for hi wife .,hope to get an additon line work by the end of the week for his wife .,hop to get an additon lin work by the end of the week for his wif .
1298,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
1145,He lost hi phone and call to cancel servic . I told him we would suspend until we hear back from him . He will contact us soon .,he lost his phone and call to cancel servic . i told him we would suspend until we hear back from him . he will contact us soon .,he lost his phon and cal to cancel serv . i told him we would suspend until we hear back from him . he wil contact us soon .
1163,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3773,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
309,He doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem are relat to the phone or if it is just the batteri .,he doe not know if the problem ar rel to the phon or if it is just the battery .
3683,call to chang hi address and see if he could get a new number sinc he is move to a differ citi .,call to chang his address and see if he could get a new number sinc he is move to a differ citi .,cal to chang his address and see if he could get a new numb sint he is mov to a diff city .
1422,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
2661,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
3476,want a new facepl .,want a new facepl .,want a new facepl .
1754,I need a handset which also function as a pda . you did not offer such a model .,i need a handset which also function as a pda . you did not offer such a model .,i nee a handset which also funct as a pda . you did not off such a model .
24,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
2285,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit line work by the end of the week . forward him on to custom care .,want to get an addit lin work by the end of the week . forward him on to custom car .
1495,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
95,He ask for a new phone number . I refer him to custom care .,he ask for a new phone number . i refer him to custom care .,he ask for a new phon numb . i refer him to custom car .
903,want a new facepl .,want a new facepl .,want a new facepl .
2936,"He hate hi phone . He can not understand whi we gave him such a horribl piec of rubbish . I tri to explain that he could bring it in for servic , but he just want a new phone . He doe not want to wast ani more time with the 3399 . I ask custom car","he hate his phone . he can not understand whi we gave him such a horribl piec of rubbish . i tri to explain that he could bring it in for servic , but he just want a new phone . he doe not want to wast ani more time with the 3399 . i ask custom car","he hat his phon . he can not understand why we gav him such a horr piec of rub . i tri to explain that he could bring it in for serv , but he just want a new phon . he doe not want to wast any mor tim with the 3399 . i ask custom car"
3434,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
884,He hate the phone . claim that the recept is horribl in mani part of the metropolitian area .,he hate the phone . claim that the recept is horribl in mani part of the metropolitian area .,he hat the phon . claim that the receiv is horr in many part of the metropolit are .
1620,realli want the new phone from xvyx which ha the pda built in .,realli want the new phone from xvyx which has the pda built in .,real want the new phon from xvyx which has the pda built in .
1821,doe not like the way the phone work . It is to difficult compar to hi last phone .,doe not like the way the phone work . it is to difficult compar to his last phone .,doe not lik the way the phon work . it is to difficult comp to his last phon .
2664,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
660,need help with basic phone usag . I suggest he go back to the store and ask for some help .,need help with basic phone usag . i suggest he go back to the store and ask for some help .,nee help with bas phon us . i suggest he go back to the stor and ask for som help .
455,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
1991,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
1783,the cleariti of the call wa bad . way too much static on the handset .,the cleariti of the call was bad . way too much static on the handset .,the clear of the cal was bad . way too much stat on the handset .
2277,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
3068,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
372,He hate the phone . claim that the recept is horribl in mani part of the metropolitian area .,he hate the phone . claim that the recept is horribl in mani part of the metropolitian area .,he hat the phon . claim that the receiv is horr in many part of the metropolit are .
2911,want inform on our internet servic . refer him to web site .,want inform on our internet servic . refer him to web site .,want inform on our internet serv . refer him to web sit .
3140,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
832,He claim that the charger never realli work veri well . As a result the phone wa alway die on him . He could not wait to get out of hi current contract .,he claim that the charger never realli work veri well . as a result the phone was alway die on him . he could not wait to get out of his current contract .,he claim that the charg nev real work very wel . as a result the phon was alway dying on him . he could not wait to get out of his cur contract .
2505,want to chang rate plan to get famili all on same bill . I transfer him to custom care .,want to chang rate plan to get famili all on same bill . i transfer him to custom care .,want to chang rat plan to get famy al on sam bil . i transfer him to custom car .
910,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
2189,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
3526,realli is unhappi with the websit . claim the self servic stuff doe not work .,realli is unhappi with the websit . claim the self servic stuff doe not work .,real is unhappy with the websit . claim the self serv stuff doe not work .
1791,I wish the handset wa bigger . It is uncomfort use the handset for a long time .,i wish the handset was bigger . it is uncomfort use the handset for a long time .,i wish the handset was big . it is uncomfort us the handset for a long tim .
2599,said hi batteri never ha work well . want a new phone asap .,said his batteri never has work well . want a new phone asap .,said his battery nev has work wel . want a new phon asap .
3123,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
